Item Name,Level 1 Code,Level 1 Category,Level 2 Code,Level 2 Category,Level 3 Code,Level 3 Category,Level 4 Code,Level 4 Category,Template
"Socket, SCH80, C PVC",29,C PVC,2902,Fitting,2902004,Socket,2902004001,SCH80,B
"Union, Socket Type, C PVC",29,C PVC,2902,Fitting,2902005,Union,2902005001,Socket Type,B
"Reducing Coupling, C PVC",29,C PVC,2902,Fitting,2902006,Reducing Coupling,2902006001,Standard,B
"Reducing Coupling, SCH80, C PVC",29,C PVC,2902,Fitting,2902006,Reducing Coupling,2902006002,SCH80,B
"Cap, SCH80, C PVC",29,C PVC,2902,Fitting,2902008,Cap,2902008001,SCH80,B
C-PVC Adapter,29,C PVC,2902,Fitting,2902009,Adapter,2902009001,C-PVC Adapter,B
C-PVC Coupling,29,C PVC,2902,Fitting,2902010,Coupling,2902010001,C-PVC Coupling,B
C-PVC Bushing,29,C PVC,2902,Fitting,2902011,Bushing,2902011001,C-PVC Bushing,B
"Plug, SCH80, C PVC",29,C PVC,2902,Fitting,2902012,Plug,2902012001,SCH80,B
"Nipple, SCH80, C PVC",29,C PVC,2902,Fitting,2902013,Nipple,2902013001,SCH80,B
"Flange, SCH80, C PVC",29,C PVC,2903,Flange,2903001,Flange,2903001001,SCH80,B
"Flange, C PVC",29,C PVC,2903,Flange,2903001,Flange,2903001002,Standard,B
"Blind Flange, SCH80, C PVC",29,C PVC,2903,Flange,2903002,Blind Flange,2903002001,SCH80,B
"Blind Flange, C PVC",29,C PVC,2903,Flange,2903002,Blind Flange,2903002002,Standard,B
"Cover, C PVC",29,C PVC,2903,Flange,2903003,Cover,2903003001,Standard,B
"Ball Valve, Union Ball Socket, C PVC",29,C PVC,2904,Valve,2904001,Ball Valve,2904001007,Union Ball Socket,B
"Ball Valve, Ball Check, C PVC",29,C PVC,2904,Valve,2904001,Ball Valve,2904001008,Ball Check,B
"Solvent Cement (Adhesive), C PVC",29,C PVC,2905,Solvent Cement (Adhesive),2905001,Solvent Cement (Adhesive),2905001001,Solvent Cement (Adhesive),B
C PVC,29,C PVC,2906,Other,2906003,Other,2906003001,Standard,B
"Hex (Machine) Bolt, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001001,Hex (Machine) Bolt,3001001001,Steel,C
"Hex (Machine) Bolt, Galvanized Hex Bolt / Nut / 2-Washer Set (Machine Bolt), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001001,Hex (Machine) Bolt,3001001002,Galvanized Hex Bolt / Nut / 2-Washer Set (Machine Bolt),C
"Hex (Machine) Bolt, H.V Hex A193 B7, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001001,Hex (Machine) Bolt,3001001003,H.V Hex A193 B7,C
"Stud Bolt, A193 B7, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001002,Stud Bolt,3001002002,A193 B7,C
"Nut, A194 GR 2H, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003005,A194 GR 2H,C
"Galvanized Hex Nut, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003006,Galvanized Hex Nut,C
"Steel Hex Nut (Plain, Uncoated)",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003007,"Steel Hex Nut (Plain, Uncoated)",C
"Rod Coupling Nut (Plain), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003008,Rod Coupling Nut (Plain),C
"SS400 Lock Nut, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003013,SS400 Lock Nut,C
"Nut, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001003,Nut,3001003015,Other,C
"U-Bolt, Galvanized, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001004,U-Bolt,3001004002,Galvanized,C
"U-Bolt, Insulating (Flange Isolation Kit), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001004,U-Bolt,3001004003,Insulating (Flange Isolation Kit),C
"Flat Washer (Galvanized), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005001,Flat Washer (Galvanized),C
"Flat Washer (Plain), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005002,Flat Washer (Plain),C
"Split Lock Washer (Galvanized), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005003,Split Lock Washer (Galvanized),C
"Split Lock Washer (Standard), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005004,Split Lock Washer (Standard),C
"Hardened Flat Washer, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005006,Hardened Flat Washer,C
"Square Washer, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001005,Washer,3001005008,Square Washer,C
"Threaded Rod (All-Thread), Galvanized, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001006,Threaded Rod (All-Thread),3001006001,Galvanized,C
"Threaded Rod (All-Thread), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001006,Threaded Rod (All-Thread),3001006003,Steel,C
"Anchor Bolt, Drop-In Anchor, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001009,Anchor Bolt,3001009001,Drop-In Anchor,C
"Anchor Bolt, Adhesive Anchor, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001009,Anchor Bolt,3001009002,Adhesive Anchor,C
"Anchor Bolt, Stud Anchor, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001009,Anchor Bolt,3001009005,Stud Anchor,C
"Anchor Bolt, Wedge Anchor, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001009,Anchor Bolt,3001009009,Wedge Anchor,C
"Anchor Bolt, Hilti-Type Anchor Rod, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001009,Anchor Bolt,3001009010,Hilti-Type Anchor Rod,C
"Insulating (Flange Isolation Kit), Steel",30,Bolts / Nuts / Washers,3001,Steel,3001013,Insulating (Flange Isolation Kit),3001013001,Standard,C
"Socket Head Cap Screw, Hex Socket Drive, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001015,Socket Head Cap Screw,3001015001,Hex Socket Drive,C
"I-Bolt, T-Bolt, Galvanized, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001016,"I-Bolt, T-Bolt",3001016001,Galvanized,C
"Teflon Coating, Hex (Machine) Bolt, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001018,Teflon Coating,3001018001,Hex (Machine) Bolt,C
"Teflon Coating, Stud Bolt, Steel",30,Bolts / Nuts / Washers,3001,Steel,3001018,Teflon Coating,3001018002,Stud Bolt,C
"Hex (Machine) Bolt, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002001,Hex (Machine) Bolt,3002001001,Standard,C
"Hex (Machine) Bolt, H.V Hex Bolt / SUS (8A), Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002001,Hex (Machine) Bolt,3002001003,H.V Hex Bolt / SUS (8A),C
"Stud Bolt, A193 B8, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002002,Stud Bolt,3002002002,A193 B8,C
"Stud Bolt, SUS 304/316, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002002,Stud Bolt,3002002004,SUS 304/316,C
"Threaded Rod (All-Thread), SUS304, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002003,Threaded Rod (All-Thread),3002003001,SUS304,C
"Nut, A194 GR 8, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002004,Nut,3002004005,A194 GR 8,C
"304 SS Hex Nut, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002004,Nut,3002004006,304 SS Hex Nut,C
"Threaded Rod Coupling Nut, SS304, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002004,Nut,3002004007,"Threaded Rod Coupling Nut, SS304",C
"Heavy Nut, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002004,Nut,3002004011,Heavy Nut,C
"U-Bolt, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002005,U-Bolt,3002005001,Stainless Steel,C
"Flat Washer, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002006,Washer,3002006001,Flat Washer,C
"Split Lock Washer, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002006,Washer,3002006002,Split Lock Washer,C
"Anchor Bolt, Stud Anchor, Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002008,Anchor Bolt,3002008004,Stud Anchor,C
"Anchor Bolt, Wedge Anchor (Stainless), Stainless Steel (SUS)",30,Bolts / Nuts / Washers,3002,Stainless Steel (SUS),3002008,Anchor Bolt,3002008005,Wedge Anchor (Stainless),C
"PVC, Hex Bolt",30,Bolts / Nuts / Washers,3004,PVC,3004001,PVC,3004001001,Hex Bolt,C
Hastelloy C-276 Bolt / Nut,30,Bolts / Nuts / Washers,3005,Hastelloy,3005001,Hastelloy C-276 Bolt / Nut,3005001001,Hastelloy C-276 Bolt / Nut,C
"Hastelloy C-276 Bolt / Nut, Hexagon Bolt",30,Bolts / Nuts / Washers,3005,Hastelloy,3005001,Hastelloy C-276 Bolt / Nut,3005001002,Hexagon Bolt,C
"Hastelloy C-276 Bolt / Nut, Stud Bolt",30,Bolts / Nuts / Washers,3005,Hastelloy,3005001,Hastelloy C-276 Bolt / Nut,3005001003,Stud Bolt,C
Bolts,30,Bolts / Nuts / Washers,3008,Other,3008001,Bolts,3008001001,Bolts,C
Anchors,30,Bolts / Nuts / Washers,3008,Other,3008002,Anchors,3008002001,Anchors,C
Wire,32,Electrical Materials,3201,Wire & Cable,3201001,Wire,3201001001,Wire,F
"Signal Cable, Wire & Cable",32,Electrical Materials,3201,Wire & Cable,3201004,Signal Cable,3201004001,Standard,F
"Wire & Cable Accessories, Wiring Accessories, Conduit & Raceway",32,Electrical Materials,3202,"Wiring Accessories, Conduit & Raceway",3202002,Wire & Cable Accessories,3202002001,Wire & Cable Accessories,F
"Earth Leakage Circuit Breaker (ELCB), Power Distribution Equipment",32,Electrical Materials,3203,Power Distribution Equipment,3203001,Earth Leakage Circuit Breaker (ELCB),3203001001,Earth Leakage Circuit Breaker (ELCB),F
"Distribution Panelboard, MCC Panel, Power Distribution Equipment",32,Electrical Materials,3203,Power Distribution Equipment,3203003,Distribution Panelboard,3203003002,MCC Panel,F
"Circuit Protector (MCCB), Power Distribution Equipment",32,Electrical Materials,3203,Power Distribution Equipment,3203004,Circuit Protector (MCCB),3203004001,Circuit Protector (MCCB),F
"Portable Cord, Poles & Overhead Line Materials",32,Electrical Materials,3205,Poles & Overhead Line Materials,3205001,Portable Cord,3205001001,Portable Cord,F
"Solenoid Valve, SMC",32,Electrical Materials,3207,Other,3207001,Solenoid Valve,3207001001,SMC,F
Electrical Materials,32,Electrical Materials,3207,Other,3207005,Other,3207005001,Other,F
PLC,32,Electrical Materials,3208,PLC,3208001,PLC,3208001001,PLC,F
HMI,32,Electrical Materials,3209,HMI,3209001,HMI,3209001001,HMI,F
"Welding Equipment, Fusion Welding Machine, Installation Equipment",40,Capital Equipment,4001,Installation Equipment,4001001,Welding Equipment,4001001006,Fusion Welding Machine,F
"Welding Equipment, Socket Fusion Welder, Installation Equipment",40,Capital Equipment,4001,Installation Equipment,4001001,Welding Equipment,4001001033,Socket Fusion Welder,F
"Tool, Tube Facing Machine, Installation Equipment",40,Capital Equipment,4001,Installation Equipment,4001003,Tool,4001001018,Tube Facing Machine,F
"Tool, Tube Facing Machine Accessories, Installation Equipment",40,Capital Equipment,4001,Installation Equipment,4001003,Tool,4001001020,Tube Facing Machine Accessories,F
"Tool, Jig, Installation Equipment",40,Capital Equipment,4001,Installation Equipment,4001003,Tool,4001003027,Jig,F
"Measuring Instruments, Digital Caliper, Quality Inspection Equipment",40,Capital Equipment,4004,Quality Inspection Equipment,4001005,Measuring Instruments,4001005027,Digital Caliper,F
"Pipe, 6063-T5 Aluminum",45,Aluminum,4501,Pipe,4501001,Aluminum,4501001002,6063-T5 Aluminum,A
Aluminum,45,Aluminum,4502,Other,4502001,Standard,4502001001,Standard,A
Heat Exchanger,68,Machinery & Equipment,6803,Heat Exchanger,6803001,Standard,6803001001,Standard,F
Machine Parts,68,Machinery & Equipment,6804,Other,6804002,Other,6804002002,Machine Parts,F
"Tank, SUS 304",69,Tank,6901,SUS 304 Tank,6901001,Standard,6901001001,Standard,F
"Tank, SUS 304, Teflon Coated",69,Tank,6901,SUS 304 Tank,6901002,Teflon Coating,6901002001,Standard,F
"Tank, Steel",69,Tank,6903,Steel Tank,6903004,Standard,6903004001,Standard,F
"Main Piping Installation, Main Construction Work",71,Field Construction - Plant Division,7101,Main Construction Work,7101007,Piping Installation,7101007002,Main Piping Installation,G
"Demolition / Removal, Piping Removal, Demolition Work",71,Field Construction - Plant Division,7105,Demolition Work,7105008,Demolition / Removal,7105008001,Piping Removal,G
Personal Protective Equipment (PPE),80,Safety Supplies,8001,Personal Protective Equipment (PPE),8001001,Personal Protective Equipment (PPE),8001001004,Personal Protective Equipment (PPE),D
"Personal Protective Equipment (PPE), Respirator / Face Mask",80,Safety Supplies,8001,Personal Protective Equipment (PPE),8001001,Personal Protective Equipment (PPE),8001001006,Respirator / Face Mask,D
Safety Supplies,80,Safety Supplies,8002,Safety Supplies,8002001,Common,8002001001,Standard,D
"Scaffold Plank, Work Platform Plank",89,Temporary Works Materials,8903,Scaffold Plank,8903001,Scaffold Plank,8903001001,Work Platform Plank,D
"Grout, Non-Shrink, Cement",90,Building & Civil Works Materials,9004,Cement,9004002,Grout,9004002001,Non-Shrink,D
Clean Agent Fire Extinguisher,95,Miscellaneous Construction Materials,1501,Fire Extinguisher,1501005,Clean Agent Fire Extinguisher,1501005001,Clean Agent Fire Extinguisher,D
Braided Reinforced Hose,95,Miscellaneous Construction Materials,2404,Rope & Hose,2404002,Hose,2404002002,Braided Reinforced Hose,D
Duct Hose,95,Miscellaneous Construction Materials,2404,Rope & Hose,2404002,Hose,2404002006,Duct Hose,D
Air Hose,95,Miscellaneous Construction Materials,2404,Rope & Hose,2404002,Hose,2404002012,Air Hose,D
High-Pressure Hose,95,Miscellaneous Construction Materials,2404,Rope & Hose,2404002,Hose,2404002014,High-Pressure Hose,D
Hose,95,Miscellaneous Construction Materials,2404,Rope & Hose,2404002,Hose,2404002017,Other,D
"Steel Wire & Tie Wire, Stainless Steel Wire",95,Miscellaneous Construction Materials,2404,Rope & Hose,2404003,Steel Wire & Tie Wire,2404003002,Stainless Steel Wire,D
Equipment Rental Charges,95,Miscellaneous Construction Materials,2405,Equipment Rental Charges,2405007,Other,2405007001,Standard,D
"Hand Tools, Wrenches",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001001,Wrenches,D
"Hand Tools, Spanner Wrenches",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001002,Spanner Wrenches,D
"Hand Tools, Nippers & Pliers",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001005,Nippers & Pliers,D
"Hand Tools, Adjustable Wrench",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001006,Adjustable Wrench,D
"Hand Tools, Tool Box",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001015,Tool Box,D
"Hand Tools, Hammer",95,Miscellaneous Construction Materials,9501,Tools,9501001,Hand Tools,9501001016,Hammer,D
"Power Tools, Cordless Drill",95,Miscellaneous Construction Materials,9501,Tools,9501002,Power Tools,9501002001,Cordless Drill,D
Power Tools,95,Miscellaneous Construction Materials,9501,Tools,9501002,Power Tools,9501002010,Other,D
"Cutting Tools, Cut-Off Wheel",95,Miscellaneous Construction Materials,9501,Tools,9501004,Cutting Tools,9501004002,Cut-Off Wheel,D
"Cutting Tools, Cutting Blades & Wheels",95,Miscellaneous Construction Materials,9501,Tools,9501004,Cutting Tools,9501004009,Cutting Blades & Wheels,D
"Pipefitting Tools, Pipe / Tube Cutter",95,Miscellaneous Construction Materials,9501,Tools,9501007,Pipefitting Tools,9501007002,Pipe / Tube Cutter,D
"Pipefitting Tools, Tube Bender",95,Miscellaneous Construction Materials,9501,Tools,9501007,Pipefitting Tools,9501007005,Tube Bender,D
Measuring Tools,95,Miscellaneous Construction Materials,9501,Tools,9501010,Measuring Tools,9501010001,Standard,D
"Carbide Cutting Tools, End Mill",95,Miscellaneous Construction Materials,9501,Tools,9501014,Carbide Cutting Tools,9501014003,End Mill,D
Tools,95,Miscellaneous Construction Materials,9501,Tools,9501017,Other,9501017001,Other,D
"PFA / PP Welding Rod, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503001,Welding Rod,9503001013,PFA / PP Welding Rod,D
"Welding Rod, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503001,Welding Rod,9503001016,Other,D
"Tungsten Electrode, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503003,Tungsten Electrode,9503003001,Tungsten Electrode,D
"Welding Torch Parts, Welding Torch Nozzle, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004001,Welding Torch Nozzle,D
"Welding Torch Parts, Electrode Holders, Leads & Ground Clamps, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004002,"Electrode Holders, Leads & Ground Clamps",D
"Welding Torch Parts, Collet, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004006,Collet,D
"Welding Torch Parts, Inspection Mirror & Welding Filter Lens, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004007,Inspection Mirror & Welding Filter Lens,D
"Welding Torch Parts, Wire Brush, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004008,Wire Brush,D
"Welding Torch Parts, Torch Caps, Switches & Connectors, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004009,"Torch Caps, Switches & Connectors",D
"Welding Torch Parts, Welding Torch Head, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004010,Welding Torch Head,D
"Welding Torch Parts, Tungsten Electrode Grinder, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004012,Tungsten Electrode Grinder,D
"Welding Torch Parts, Welding Torch Gas Hose, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503004,Welding Torch Parts,9503004014,Welding Torch Gas Hose,D
"Welder PPE, Protective Clothing & Personal Gear, Welding Supplies",95,Miscellaneous Construction Materials,9503,Welding Supplies,9503013,Welder PPE,9503013001,Protective Clothing & Personal Gear,D
"Cleanroom Supplies, Cleanroom Wiper, Cleanroom & Acid-Resistant Supplies",95,Miscellaneous Construction Materials,9504,Cleanroom & Acid-Resistant Supplies,9504008,Cleanroom Supplies,9504008002,Cleanroom Wiper,D
"Other Supplies, Cleanroom & Acid-Resistant Supplies",95,Miscellaneous Construction Materials,9504,Cleanroom & Acid-Resistant Supplies,9504010,Other Supplies,9504010001,Other,D
"Stickers & Nameplates, Sticker (Label), Stickers & Printed Labels",95,Miscellaneous Construction Materials,9510,Stickers & Printed Labels,9510001,Stickers & Nameplates,9510001001,Sticker (Label),D
"Stickers & Nameplates, Nameplates & Printing, Stickers & Printed Labels",95,Miscellaneous Construction Materials,9510,Stickers & Printed Labels,9510001,Stickers & Nameplates,9510001002,Nameplates & Printing,D
"Tag, Stickers & Printed Labels",95,Miscellaneous Construction Materials,9510,Stickers & Printed Labels,9510002,Tag,9510002001,Tag,D
"Stickers & Printed Labels, Label Stock & Cartridges",95,Miscellaneous Construction Materials,9510,Stickers & Printed Labels,9510003,Label,9510003001,Label Stock & Cartridges,D
3M Tape,95,Miscellaneous Construction Materials,9512,Tapes,9512001,Tape,9512001001,3M Tape,D
PTFE Thread Seal Tape,95,Miscellaneous Construction Materials,9512,Tapes,9512001,Tape,9512001003,PTFE Thread Seal Tape,D
Office & General Purpose Tape,95,Miscellaneous Construction Materials,9512,Tapes,9512001,Tape,9512001004,Office & General Purpose Tape,D
Heat-Shrink Tape / Sleeve,95,Miscellaneous Construction Materials,9512,Tapes,9512001,Tape,9512001005,Heat-Shrink Tape / Sleeve,D
Other Consumables,95,Miscellaneous Construction Materials,9591,Other Consumables & Fabricated Materials,9591001,Other Consumables,9591001001,Other Consumables,D
"Other Consumables, Paint, Lacquer & Red Lead Primer",95,Miscellaneous Construction Materials,9591,Other Consumables & Fabricated Materials,9591001,Other Consumables,9591001002,"Paint, Lacquer & Red Lead Primer",D
"Other Consumables, Adhesives, Sealants & Urethane Foam",95,Miscellaneous Construction Materials,9591,Other Consumables & Fabricated Materials,9591001,Other Consumables,9591001003,"Adhesives, Sealants & Urethane Foam",D
"Other Consumables, Chemicals & Lubricants",95,Miscellaneous Construction Materials,9591,Other Consumables & Fabricated Materials,9591001,Other Consumables,9591001004,Chemicals & Lubricants,D
"Relays & Terminals, Terminal Lug, Miscellaneous Electrical Materials",95,Miscellaneous Construction Materials,9593,Miscellaneous Electrical Materials,9593002,Relays & Terminals,9593002003,Terminal Lug,D
"Master Key Lock, Master Key Padlock, Other, Locks & Lockout Devices",95,Miscellaneous Construction Materials,9594,Locks & Lockout Devices,9594003,Master Key Lock,9594003001,"Master Key Padlock, Other",D
"Fabricated Items / Fabrication Cost, Outsourced Fabrication",95,Miscellaneous Construction Materials,9595,Outsourced Fabrication,9595001,Fabricated Items / Fabrication Cost,9595001001,Standard,D
"Fabricated Items / Fabrication Cost, Machining / Fabrication, Outsourced Fabrication",95,Miscellaneous Construction Materials,9595,Outsourced Fabrication,9595001,Fabricated Items / Fabrication Cost,9595001002,Machining / Fabrication,D
Chemicals,96,Chemicals,9603,Chemicals,9603001,Chemicals,9603001001,Chemicals,D
"Piping (Subcontracted), Piping Installation Labor",97,Resource Category (Subcontract),9701,Piping Installation Labor,9701009,Piping (Subcontracted),9701009001,Piping,G
Equipment Installation Work,97,Resource Category (Subcontract),9712,Equipment Installation Work,9712001,Equipment Installation Work,9712001001,Equipment Installation Work,G
"Tank Fabrication & Installation, Custom Fabrication & Delivery",97,Resource Category (Subcontract),9760,Custom Fabrication & Delivery,9760002,Tank Fabrication & Installation,9760002001,Tank Fabrication & Installation,G
"Bid Summary Sheet, Safety Management Cost, Subcontract Common Indirects",97,Resource Category (Subcontract),9797,Subcontract Common Indirects,9797001,Bid Summary Sheet,9797001005,Safety Management Cost,G
